transaction_id,account_id,transaction_date,transaction_type,amount,location_id,merchant_name,payment_method,transaction_status
502038,101646,2027-05-13 14:02:00,Online Transfer,7478.38,45,Netflix,Credit Card,Success
502039,101663,2027-05-19 02:01:00,Cash Withdrawal,13309.39,8,PhonePe,Net Banking,Success
502040,101680,2027-05-24 14:00:00,Deposit,19140.4,21,Google Pay,ATM,Success
502041,101697,2027-05-30 01:59:00,UPI,24971.41,34,Amazon,UPI,Success
502042,101714,2027-06-04 13:58:00,Card Payment,30802.42,47,Flipkart,Debit Card,Success
502043,101731,2027-06-10 01:57:00,ATM Withdrawal,36633.43,10,Swiggy,Credit Card,Success
502044,101748,2027-06-15 13:56:00,Online Transfer,42464.44,23,Zomato,Net Banking,Success
502045,101765,2027-06-21 01:55:00,Cash Withdrawal,48295.45,36,Myntra,ATM,Success
502046,101782,2027-06-26 13:54:00,Deposit,4226.46,49,Uber,UPI,Success
502047,101799,2027-07-02 01:53:00,UPI,407693.0,12,IRCTC,Debit Card,Success
502048,101816,2027-07-07 13:52:00,Card Payment,15888.48,25,Reliance,Credit Card,Success
502049,101833,2027-07-13 01:51:00,ATM Withdrawal,21719.49,38,DMart,Net Banking,Success
502050,101850,2027-07-18 13:50:00,Online Transfer,27550.5,1,Netflix,ATM,Success
502051,101867,2027-07-24 01:49:00,Cash Withdrawal,33381.51,14,PhonePe,UPI,Success
502052,101884,2027-07-29 13:48:00,Deposit,39212.52,27,Google Pay,Debit Card,Success
502053,101901,2027-08-04 01:47:00,UPI,45043.53,40,Amazon,Credit Card,Success
502054,101918,2027-08-09 13:46:00,Card Payment,974.54,3,Flipkart,Net Banking,Success
502055,101935,2027-08-15 01:45:00,ATM Withdrawal,6805.55,16,Swiggy,ATM,Success
502056,101952,2027-08-20 13:44:00,Online Transfer,12636.56,29,Zomato,UPI,Success
502057,101969,2027-08-26 01:43:00,Cash Withdrawal,18467.57,42,Myntra,Debit Card,Success
502058,101986,2027-08-31 13:42:00,Deposit,24298.58,5,Uber,Credit Card,Success
502059,102003,2027-09-06 01:41:00,UPI,30129.59,18,IRCTC,Net Banking,Success
502060,102020,2027-09-11 13:40:00,Card Payment,35960.6,31,Reliance,ATM,Success
502061,102037,2027-09-17 01:39:00,ATM Withdrawal,41791.61,44,DMart,UPI,Success
502062,102054,2027-09-22 13:38:00,Online Transfer,47622.62,7,Netflix,Debit Card,Success
502063,102071,2027-09-28 01:37:00,Cash Withdrawal,3553.63,20,PhonePe,Credit Card,Success
502064,102088,2027-10-03 13:36:00,Deposit,9384.64,33,Google Pay,Net Banking,Success
502065,102105,2027-10-09 01:35:00,UPI,15215.65,46,Amazon,ATM,Success
502066,102122,2027-10-14 13:34:00,Card Payment,21046.66,9,Flipkart,UPI,Success
502067,102139,2027-10-20 01:33:00,ATM Withdrawal,26877.67,22,Swiggy,Debit Card,Success
502068,102156,2027-10-25 13:32:00,Online Transfer,32708.68,35,Zomato,Credit Card,Success
502069,102173,2027-10-31 01:31:00,Cash Withdrawal,38539.69,48,Myntra,Net Banking,Success
502070,102190,2027-11-05 13:30:00,Deposit,44370.7,11,Uber,ATM,Success
502071,102207,2027-11-11 01:29:00,UPI,301.71,24,IRCTC,UPI,Success
502072,102224,2027-11-16 13:28:00,Card Payment,6132.72,37,Reliance,Debit Card,Success
502073,102241,2027-11-22 01:27:00,ATM Withdrawal,11963.73,50,DMart,Credit Card,Success
502074,102258,2027-11-27 13:26:00,Online Transfer,17794.74,13,Netflix,Net Banking,Success
502075,102275,2027-12-03 01:25:00,Cash Withdrawal,23625.75,26,PhonePe,ATM,Success
502076,102292,2027-12-08 13:24:00,Deposit,29456.76,39,Google Pay,UPI,Success
502077,102309,2027-12-14 01:23:00,UPI,35287.77,2,Amazon,Debit Card,Pending
502078,102326,2027-12-19 13:22:00,Card Payment,41118.78,15,Flipkart,Credit Card,Success
502079,102343,2027-12-25 01:21:00,ATM Withdrawal,46949.79,28,Swiggy,Net Banking,Success
502080,102360,2027-12-30 13:20:00,Online Transfer,2880.8,41,Zomato,ATM,Success
502081,102377,2028-01-05 01:19:00,Cash Withdrawal,8711.81,4,Myntra,UPI,Success
502082,102394,2028-01-10 13:18:00,Deposit,14542.82,17,Uber,Debit Card,Success
502083,102411,2028-01-16 01:17:00,UPI,20373.83,30,IRCTC,Credit Card,Success
502084,102428,2028-01-21 13:16:00,Card Payment,26204.84,43,Reliance,Net Banking,Success
502085,102445,2028-01-27 01:15:00,ATM Withdrawal,32035.85,6,DMart,ATM,Success
502086,102462,2028-02-01 13:14:00,Online Transfer,37866.86,19,Netflix,UPI,Success
502087,102479,2028-02-07 01:13:00,Cash Withdrawal,43697.87,32,PhonePe,Debit Card,Success
502088,102496,2028-02-12 13:12:00,Deposit,49528.88,45,Google Pay,Credit Card,Success
502089,102513,2028-02-18 01:11:00,UPI,5459.89,8,Amazon,Net Banking,Success
502090,102530,2028-02-23 13:10:00,Card Payment,11290.9,21,Flipkart,ATM,Success
502091,102547,2028-02-29 01:09:00,ATM Withdrawal,17121.91,34,Swiggy,UPI,Success
502092,102564,2028-03-05 13:08:00,Online Transfer,22952.92,47,Zomato,Debit Card,Success
502093,102581,2028-03-11 01:07:00,Cash Withdrawal,28783.93,10,Myntra,Credit Card,Success
502094,102598,2028-03-16 13:06:00,Deposit,34614.94,23,Uber,Net Banking,Success
502095,102615,2028-03-22 01:05:00,UPI,40445.95,36,IRCTC,ATM,Success
502096,102632,2028-03-27 13:04:00,Card Payment,46276.96,49,Reliance,UPI,Success
502097,102649,2028-04-02 01:03:00,ATM Withdrawal,2207.97,12,DMart,Debit Card,Success
502098,102666,2028-04-07 13:02:00,Online Transfer,8038.98,25,Netflix,Credit Card,Success
502099,102683,2028-04-13 01:01:00,Cash Withdrawal,13869.99,38,PhonePe,Net Banking,Success
502100,102700,2028-04-18 13:00:00,Deposit,19700.0,1,Google Pay,ATM,Success
502101,102717,2028-04-24 00:59:00,UPI,25531.01,14,Amazon,UPI,Success
502102,102734,2028-04-29 12:58:00,Card Payment,31362.02,27,Flipkart,Debit Card,Success
502103,102751,2028-05-05 00:57:00,ATM Withdrawal,37193.03,40,Swiggy,Credit Card,Success
502104,102768,2028-05-10 12:56:00,Online Transfer,43024.04,3,Zomato,Net Banking,Success
502105,102785,2028-05-16 00:55:00,Cash Withdrawal,48855.05,16,Myntra,ATM,Success
502106,102802,2028-05-21 12:54:00,Deposit,4786.06,29,Uber,UPI,Success
502107,102819,2028-05-27 00:53:00,UPI,10617.07,42,IRCTC,Debit Card,Success
502108,102836,2028-06-01 12:52:00,Card Payment,16448.08,5,Reliance,Credit Card,Success
502109,102853,2028-06-07 00:51:00,ATM Withdrawal,22279.09,18,DMart,Net Banking,Success
502110,102870,2028-06-12 12:50:00,Online Transfer,28110.1,31,Netflix,ATM,Success
502111,102887,2028-06-18 00:49:00,Cash Withdrawal,33941.11,44,PhonePe,UPI,Success
502112,102904,2028-06-23 12:48:00,Deposit,39772.12,7,Google Pay,Debit Card,Success
502113,102921,2028-06-29 00:47:00,UPI,45603.13,20,Amazon,Credit Card,Success
502114,102938,2028-07-04 12:46:00,Card Payment,1534.14,33,Flipkart,Net Banking,Success
502115,102955,2028-07-10 00:45:00,ATM Withdrawal,7365.15,46,Swiggy,ATM,Success
502116,102972,2028-07-15 12:44:00,Online Transfer,13196.16,9,Zomato,UPI,Success
502117,102989,2028-07-21 00:43:00,Cash Withdrawal,19027.17,22,Myntra,Debit Card,Success
502118,100006,2028-07-26 12:42:00,Deposit,24858.18,35,Uber,Credit Card,Success
502119,100023,2028-08-01 00:41:00,UPI,30689.19,48,IRCTC,Net Banking,Success
502120,100040,2028-08-06 12:40:00,Card Payment,36520.2,11,Reliance,ATM,Success
502121,100057,2028-08-12 00:39:00,ATM Withdrawal,42351.21,24,DMart,UPI,Success
502122,100074,2028-08-17 12:38:00,Online Transfer,48182.22,37,Netflix,Debit Card,Success
502123,100091,2028-08-23 00:37:00,Cash Withdrawal,4113.23,50,PhonePe,Credit Card,Success
502124,100108,2028-08-28 12:36:00,Deposit,9944.24,13,Google Pay,Net Banking,Success
502125,100125,2028-09-03 00:35:00,UPI,15775.25,26,Amazon,ATM,Success
502126,100142,2028-09-08 12:34:00,Card Payment,21606.26,39,Flipkart,UPI,Success
502127,100159,2028-09-14 00:33:00,ATM Withdrawal,27437.27,2,Swiggy,Debit Card,Success
502128,100176,2028-09-19 12:32:00,Online Transfer,33268.28,15,Zomato,Credit Card,Success
502129,100193,2028-09-25 00:31:00,Cash Withdrawal,39099.29,28,Myntra,Net Banking,Success
502130,100210,2028-09-30 12:30:00,Deposit,44930.3,41,Uber,ATM,Success
502131,100227,2028-10-06 00:29:00,UPI,861.31,4,IRCTC,UPI,Success
502132,100244,2028-10-11 12:28:00,Card Payment,6692.32,17,Reliance,Debit Card,Success
502133,100261,2028-10-17 00:27:00,ATM Withdrawal,12523.33,30,DMart,Credit Card,Success
502134,100278,2028-10-22 12:26:00,Online Transfer,18354.34,43,Netflix,Net Banking,Success
502135,100295,2028-10-28 00:25:00,Cash Withdrawal,24185.35,6,PhonePe,ATM,Success
502136,100312,2028-11-02 12:24:00,Deposit,444984.0,19,Google Pay,UPI,Success
502137,100329,2028-11-08 00:23:00,UPI,35847.37,32,Amazon,Debit Card,Success
502138,100346,2028-11-13 12:22:00,Card Payment,41678.38,45,Flipkart,Credit Card,Success
502139,100363,2028-11-19 00:21:00,ATM Withdrawal,47509.39,8,Swiggy,Net Banking,Success
502140,100380,2028-11-24 12:20:00,Online Transfer,3440.4,21,Zomato,ATM,Success
502141,100397,2028-11-30 00:19:00,Cash Withdrawal,9271.41,34,Myntra,UPI,Success
502142,100414,2028-12-05 12:18:00,Deposit,15102.42,47,Uber,Debit Card,Success
502143,100431,2028-12-11 00:17:00,UPI,20933.43,10,IRCTC,Credit Card,Success
502144,100448,2028-12-16 12:16:00,Card Payment,26764.44,23,Reliance,Net Banking,Pending
502145,100465,2028-12-22 00:15:00,ATM Withdrawal,32595.45,36,DMart,ATM,Success
502146,100482,2028-12-27 12:14:00,Online Transfer,38426.46,49,Netflix,UPI,Success
502147,100499,2029-01-02 00:13:00,Cash Withdrawal,44257.47,12,PhonePe,Debit Card,Failed
502148,100516,2029-01-07 12:12:00,Deposit,188.48,25,Google Pay,Credit Card,Success
502149,100533,2029-01-13 00:11:00,UPI,6019.49,38,Amazon,Net Banking,Success
502150,100550,2029-01-18 12:10:00,Card Payment,11850.5,1,Flipkart,ATM,Success
502151,100567,2029-01-24 00:09:00,ATM Withdrawal,17681.51,14,Swiggy,UPI,Success
502152,100584,2029-01-29 12:08:00,Online Transfer,23512.52,27,Zomato,Debit Card,Success
502153,100601,2029-02-04 00:07:00,Cash Withdrawal,29343.53,40,Myntra,Credit Card,Success
502154,100618,2029-02-09 12:06:00,Deposit,35174.54,3,Uber,Net Banking,Success
502155,100635,2029-02-15 00:05:00,UPI,41005.55,16,IRCTC,ATM,Success
502156,100652,2029-02-20 12:04:00,Card Payment,46836.56,29,Reliance,UPI,Success
502157,100669,2029-02-26 00:03:00,ATM Withdrawal,2767.57,42,DMart,Debit Card,Success
502158,100686,2029-03-03 12:02:00,Online Transfer,8598.58,5,Netflix,Credit Card,Success
502159,100703,2029-03-09 00:01:00,Cash Withdrawal,328229.0,18,PhonePe,Net Banking,Success
502160,100720,2029-03-14 12:00:00,Deposit,20260.6,31,Google Pay,ATM,Success
502161,100737,2029-03-19 23:59:00,UPI,26091.61,44,Amazon,UPI,Success
502162,100754,2029-03-25 11:58:00,Card Payment,31922.62,7,Flipkart,Debit Card,Success
502163,100771,2029-03-30 23:57:00,ATM Withdrawal,37753.63,20,Swiggy,Credit Card,Success
502164,100788,2029-04-05 11:56:00,Online Transfer,43584.64,33,Zomato,Net Banking,Success
502165,100805,2029-04-10 23:55:00,Cash Withdrawal,49415.65,46,Myntra,ATM,Success
502166,100822,2029-04-16 11:54:00,Deposit,5346.66,9,Uber,UPI,Success
502167,100839,2029-04-21 23:53:00,UPI,11177.67,22,IRCTC,Debit Card,Success
502168,100856,2029-04-27 11:52:00,Card Payment,17008.68,35,Reliance,Credit Card,Success
502169,100873,2029-05-02 23:51:00,ATM Withdrawal,22839.69,48,DMart,Net Banking,Success
502170,100890,2029-05-08 11:50:00,Online Transfer,28670.7,11,Netflix,ATM,Success
502171,100907,2029-05-13 23:49:00,Cash Withdrawal,34501.71,24,PhonePe,UPI,Success
502172,100924,2029-05-19 11:48:00,Deposit,40332.72,37,Google Pay,Debit Card,Success
502173,100941,2029-05-24 23:47:00,UPI,46163.73,50,Amazon,Credit Card,Success
502174,100958,2029-05-30 11:46:00,Card Payment,2094.74,13,Flipkart,Net Banking,Success
502175,100975,2029-06-04 23:45:00,ATM Withdrawal,7925.75,26,Swiggy,ATM,Success
502176,100992,2029-06-10 11:44:00,Online Transfer,13756.76,39,Zomato,UPI,Success
502177,101009,2029-06-15 23:43:00,Cash Withdrawal,19587.77,2,Myntra,Debit Card,Success
502178,101026,2029-06-21 11:42:00,Deposit,25418.78,15,Uber,Credit Card,Success
502179,101043,2029-06-26 23:41:00,UPI,31249.79,28,IRCTC,Net Banking,Success
502180,101060,2029-07-02 11:40:00,Card Payment,37080.8,41,Reliance,ATM,Success
502181,101077,2029-07-07 23:39:00,ATM Withdrawal,42911.81,4,DMart,UPI,Success
502182,101094,2029-07-13 11:38:00,Online Transfer,48742.82,17,Netflix,Debit Card,Success
502183,101111,2029-07-18 23:37:00,Cash Withdrawal,4673.83,30,PhonePe,Credit Card,Success
502184,101128,2029-07-24 11:36:00,Deposit,10504.84,43,Google Pay,Net Banking,Success
502185,101145,2029-07-29 23:35:00,UPI,16335.85,6,Amazon,ATM,Success
502186,101162,2029-08-04 11:34:00,Card Payment,22166.86,19,Flipkart,UPI,Success
502187,101179,2029-08-09 23:33:00,ATM Withdrawal,27997.87,32,Swiggy,Debit Card,Success
502188,101196,2029-08-15 11:32:00,Online Transfer,33828.88,45,Zomato,Credit Card,Success
502189,101213,2029-08-20 23:31:00,Cash Withdrawal,39659.89,8,Myntra,Net Banking,Success
502190,101230,2029-08-26 11:30:00,Deposit,45490.9,21,Uber,ATM,Success
502191,101247,2029-08-31 23:29:00,UPI,1421.91,34,IRCTC,UPI,Success
502192,101264,2029-09-06 11:28:00,Card Payment,7252.92,47,Reliance,Debit Card,Success
502193,101281,2029-09-11 23:27:00,ATM Withdrawal,13083.93,10,DMart,Credit Card,Success
502194,101298,2029-09-17 11:26:00,Online Transfer,18914.94,23,Netflix,Net Banking,Success
502195,101315,2029-09-22 23:25:00,Cash Withdrawal,24745.95,36,PhonePe,ATM,Success
502196,101332,2029-09-28 11:24:00,Deposit,30576.96,49,Google Pay,UPI,Success
502197,101349,2029-10-03 23:23:00,UPI,36407.97,12,Amazon,Debit Card,Success
502198,101366,2029-10-09 11:22:00,Card Payment,42238.98,25,Flipkart,Credit Card,Success
502199,101383,2029-10-14 23:21:00,ATM Withdrawal,48069.99,38,Swiggy,Net Banking,Success
502200,101400,2029-10-20 11:20:00,Online Transfer,4000.0,1,Zomato,ATM,Success
502201,101417,2029-10-25 23:19:00,Cash Withdrawal,9831.01,14,Myntra,UPI,Success
502202,101434,2029-10-31 11:18:00,Deposit,15662.02,27,Uber,Debit Card,Success
502203,101451,2029-11-05 23:17:00,UPI,21493.03,40,IRCTC,Credit Card,Success
502204,101468,2029-11-11 11:16:00,Card Payment,27324.04,3,Reliance,Net Banking,Success
502205,101485,2029-11-16 23:15:00,ATM Withdrawal,33155.05,16,DMart,ATM,Success
502206,101502,2029-11-22 11:14:00,Online Transfer,38986.06,29,Netflix,UPI,Success
502207,101519,2029-11-27 23:13:00,Cash Withdrawal,44817.07,42,PhonePe,Debit Card,Success
502208,101536,2029-12-03 11:12:00,Deposit,748.08,5,Google Pay,Credit Card,Success
502209,101553,2029-12-08 23:11:00,UPI,6579.09,18,Amazon,Net Banking,Success
502210,101570,2029-12-14 11:10:00,Card Payment,12410.1,31,Flipkart,ATM,Success
502211,101587,2029-12-19 23:09:00,ATM Withdrawal,18241.11,44,Swiggy,UPI,Pending
502212,101604,2029-12-25 11:08:00,Online Transfer,24072.12,7,Zomato,Debit Card,Success
502213,101621,2029-12-30 23:07:00,Cash Withdrawal,29903.13,20,Myntra,Credit Card,Success
502214,101638,2030-01-05 11:06:00,Deposit,35734.14,33,Uber,Net Banking,Success
502215,101655,2030-01-10 23:05:00,UPI,41565.15,46,IRCTC,ATM,Success
502216,101672,2030-01-16 11:04:00,Card Payment,47396.16,9,Reliance,UPI,Success
502217,101689,2030-01-21 23:03:00,ATM Withdrawal,3327.17,22,DMart,Debit Card,Success
502218,101706,2030-01-27 11:02:00,Online Transfer,9158.18,35,Netflix,Credit Card,Success
502219,101723,2030-02-01 23:01:00,Cash Withdrawal,14989.19,48,PhonePe,Net Banking,Success
502220,101740,2030-02-07 11:00:00,Deposit,20820.2,11,Google Pay,ATM,Success
502221,101757,2030-02-12 22:59:00,UPI,26651.21,24,Amazon,UPI,Success
502222,101774,2030-02-18 10:58:00,Card Payment,32482.22,37,Flipkart,Debit Card,Success
502223,101791,2030-02-23 22:57:00,ATM Withdrawal,38313.23,50,Swiggy,Credit Card,Success
502224,101808,2030-03-01 10:56:00,Online Transfer,44144.24,13,Zomato,Net Banking,Success
502225,101825,2030-03-06 22:55:00,Cash Withdrawal,182275.0,26,Myntra,ATM,Success
502226,101842,2026-01-02 10:54:00,Deposit,5906.26,39,Uber,UPI,Success
502227,101859,2026-01-07 22:53:00,UPI,11737.27,2,IRCTC,Debit Card,Success
502228,101876,2026-01-13 10:52:00,Card Payment,17568.28,15,Reliance,Credit Card,Success
502229,101893,2026-01-18 22:51:00,ATM Withdrawal,23399.29,28,DMart,Net Banking,Success
502230,101910,2026-01-24 10:50:00,Online Transfer,29230.3,41,Netflix,ATM,Success
502231,101927,2026-01-29 22:49:00,Cash Withdrawal,35061.31,4,PhonePe,UPI,Success
502232,101944,2026-02-04 10:48:00,Deposit,40892.32,17,Google Pay,Debit Card,Success
502233,101961,2026-02-09 22:47:00,UPI,46723.33,30,Amazon,Credit Card,Success
502234,101978,2026-02-15 10:46:00,Card Payment,2654.34,43,Flipkart,Net Banking,Success
502235,101995,2026-02-20 22:45:00,ATM Withdrawal,8485.35,6,Swiggy,ATM,Success
502236,102012,2026-02-26 10:44:00,Online Transfer,14316.36,19,Zomato,UPI,Success
502237,102029,2026-03-03 22:43:00,Cash Withdrawal,20147.37,32,Myntra,Debit Card,Success
502238,102046,2026-03-09 10:42:00,Deposit,25978.38,45,Uber,Credit Card,Success
502239,102063,2026-03-14 22:41:00,UPI,31809.39,8,IRCTC,Net Banking,Success
502240,102080,2026-03-20 10:40:00,Card Payment,37640.4,21,Reliance,ATM,Success
502241,102097,2026-03-25 22:39:00,ATM Withdrawal,43471.41,34,DMart,UPI,Success
502242,102114,2026-03-31 10:38:00,Online Transfer,49302.42,47,Netflix,Debit Card,Success
502243,102131,2026-04-05 22:37:00,Cash Withdrawal,5233.43,10,PhonePe,Credit Card,Success
502244,102148,2026-04-11 10:36:00,Deposit,11064.44,23,Google Pay,Net Banking,Success
502245,102165,2026-04-16 22:35:00,UPI,16895.45,36,Amazon,ATM,Success
502246,102182,2026-04-22 10:34:00,Card Payment,22726.46,49,Flipkart,UPI,Success
502247,102199,2026-04-27 22:33:00,ATM Withdrawal,28557.47,12,Swiggy,Debit Card,Success
502248,102216,2026-05-03 10:32:00,Online Transfer,34388.48,25,Zomato,Credit Card,Success
502249,102233,2026-05-08 22:31:00,Cash Withdrawal,40219.49,38,Myntra,Net Banking,Success
502250,102250,2026-05-14 10:30:00,Deposit,46050.5,1,Uber,ATM,Success
502251,102267,2026-05-19 22:29:00,UPI,1981.51,14,IRCTC,UPI,Success
502252,102284,2026-05-25 10:28:00,Card Payment,7812.52,27,Reliance,Debit Card,Success
502253,102301,2026-05-30 22:27:00,ATM Withdrawal,13643.53,40,DMart,Credit Card,Success
502254,102318,2026-06-05 10:26:00,Online Transfer,19474.54,3,Netflix,Net Banking,Success
502255,102335,2026-06-10 22:25:00,Cash Withdrawal,25305.55,16,PhonePe,ATM,Success
502256,102352,2026-06-16 10:24:00,Deposit,31136.56,29,Google Pay,UPI,Success
502257,102369,2026-06-21 22:23:00,UPI,36967.57,42,Amazon,Debit Card,Success
502258,102386,2026-06-27 10:22:00,Card Payment,42798.58,5,Flipkart,Credit Card,Success
502259,102403,2026-07-02 22:21:00,ATM Withdrawal,48629.59,18,Swiggy,Net Banking,Success
502260,102420,2026-07-08 10:20:00,Online Transfer,4560.6,31,Zomato,ATM,Failed
502261,102437,2026-07-13 22:19:00,Cash Withdrawal,10391.61,44,Myntra,UPI,Success
502262,102454,2026-07-19 10:18:00,Deposit,16222.62,7,Uber,Debit Card,Success
502263,102471,2026-07-24 22:17:00,UPI,22053.63,20,IRCTC,Credit Card,Success
502264,102488,2026-07-30 10:16:00,Card Payment,27884.64,33,Reliance,Net Banking,Success
502265,102505,2026-08-04 22:15:00,ATM Withdrawal,33715.65,46,DMart,ATM,Success
502266,102522,2026-08-10 10:14:00,Online Transfer,39546.66,9,Netflix,UPI,Success
502267,102539,2026-08-15 22:13:00,Cash Withdrawal,45377.67,22,PhonePe,Debit Card,Success
502268,102556,2026-08-21 10:12:00,Deposit,1308.68,35,Google Pay,Credit Card,Success
502269,102573,2026-08-26 22:11:00,UPI,7139.69,48,Amazon,Net Banking,Success
502270,102590,2026-09-01 10:10:00,Card Payment,12970.7,11,Flipkart,ATM,Success
502271,102607,2026-09-06 22:09:00,ATM Withdrawal,18801.71,24,Swiggy,UPI,Success
502272,102624,2026-09-12 10:08:00,Online Transfer,24632.72,37,Zomato,Debit Card,Success
502273,102641,2026-09-17 22:07:00,Cash Withdrawal,30463.73,50,Myntra,Credit Card,Success
502274,102658,2026-09-23 10:06:00,Deposit,36294.74,13,Uber,Net Banking,Success
502275,102675,2026-09-28 22:05:00,UPI,42125.75,26,IRCTC,ATM,Success
502276,102692,2026-10-04 10:04:00,Card Payment,47956.76,39,Reliance,UPI,Success
502277,102709,2026-10-09 22:03:00,ATM Withdrawal,3887.77,2,DMart,Debit Card,Success
502278,102726,2026-10-15 10:02:00,Online Transfer,9718.78,15,Netflix,Credit Card,Pending
502279,102743,2026-10-20 22:01:00,Cash Withdrawal,15549.79,28,PhonePe,Net Banking,Success
502280,102760,2026-10-26 10:00:00,Deposit,21380.8,41,Google Pay,ATM,Success
502281,102777,2026-10-31 21:59:00,UPI,27211.81,4,Amazon,UPI,Success
502282,102794,2026-11-06 09:58:00,Card Payment,33042.82,17,Flipkart,Debit Card,Success
502283,102811,2026-11-11 21:57:00,ATM Withdrawal,38873.83,30,Swiggy,Credit Card,Success
502284,102828,2026-11-17 09:56:00,Online Transfer,44704.84,43,Zomato,Net Banking,Success
502285,102845,2026-11-22 21:55:00,Cash Withdrawal,635.85,6,Myntra,ATM,Success
502286,102862,2026-11-28 09:54:00,Deposit,421066.0,19,Uber,UPI,Success
502287,102879,2026-12-03 21:53:00,UPI,12297.87,32,IRCTC,Debit Card,Success
502288,102896,2026-12-09 09:52:00,Card Payment,18128.88,45,Reliance,Credit Card,Success
502289,102913,2026-12-14 21:51:00,ATM Withdrawal,23959.89,8,DMart,Net Banking,Success
502290,102930,2026-12-20 09:50:00,Online Transfer,29790.9,21,Netflix,ATM,Success
502291,102947,2026-12-25 21:49:00,Cash Withdrawal,35621.91,34,PhonePe,UPI,Success
502292,102964,2026-12-31 09:48:00,Deposit,41452.92,47,Google Pay,Debit Card,Success
502293,102981,2027-01-05 21:47:00,UPI,47283.93,10,Amazon,Credit Card,Success
502294,102998,2027-01-11 09:46:00,Card Payment,3214.94,23,Flipkart,Net Banking,Success
502295,100015,2027-01-16 21:45:00,ATM Withdrawal,9045.95,36,Swiggy,ATM,Success
502296,100032,2027-01-22 09:44:00,Online Transfer,14876.96,49,Zomato,UPI,Success
502297,100049,2027-01-27 21:43:00,Cash Withdrawal,20707.97,12,Myntra,Debit Card,Success
502298,100066,2027-02-02 09:42:00,Deposit,26538.98,25,Uber,Credit Card,Success
502299,100083,2027-02-07 21:41:00,UPI,32369.99,38,IRCTC,Net Banking,Success
502300,100100,2027-02-13 09:40:00,Card Payment,38200.0,1,Reliance,ATM,Success
502301,100117,2027-02-18 21:39:00,ATM Withdrawal,44031.01,14,DMart,UPI,Success
502302,100134,2027-02-24 09:38:00,Online Transfer,49862.02,27,Netflix,Debit Card,Success
502303,100151,2027-03-01 21:37:00,Cash Withdrawal,5793.03,40,PhonePe,Credit Card,Success
502304,100168,2027-03-07 09:36:00,Deposit,11624.04,3,Google Pay,Net Banking,Success
502305,100185,2027-03-12 21:35:00,UPI,17455.05,16,Amazon,ATM,Success
502306,100202,2027-03-18 09:34:00,Card Payment,23286.06,29,Flipkart,UPI,Success
502307,100219,2027-03-23 21:33:00,ATM Withdrawal,29117.07,42,Swiggy,Debit Card,Success
502308,100236,2027-03-29 09:32:00,Online Transfer,34948.08,5,Zomato,Credit Card,Success
502309,100253,2027-04-03 21:31:00,Cash Withdrawal,40779.09,18,Myntra,Net Banking,Success
502310,100270,2027-04-09 09:30:00,Deposit,46610.1,31,Uber,ATM,Success
502311,100287,2027-04-14 21:29:00,UPI,2541.11,44,IRCTC,UPI,Success
502312,100304,2027-04-20 09:28:00,Card Payment,8372.12,7,Reliance,Debit Card,Success
502313,100321,2027-04-25 21:27:00,ATM Withdrawal,14203.13,20,DMart,Credit Card,Success
502314,100338,2027-05-01 09:26:00,Online Transfer,219566.0,33,Netflix,Net Banking,Success
502315,100355,2027-05-06 21:25:00,Cash Withdrawal,25865.15,46,PhonePe,ATM,Success
502316,100372,2027-05-12 09:24:00,Deposit,31696.16,9,Google Pay,UPI,Success
502317,100389,2027-05-17 21:23:00,UPI,37527.17,22,Amazon,Debit Card,Success
502318,100406,2027-05-23 09:22:00,Card Payment,43358.18,35,Flipkart,Credit Card,Success
502319,100423,2027-05-28 21:21:00,ATM Withdrawal,49189.19,48,Swiggy,Net Banking,Success
502320,100440,2027-06-03 09:20:00,Online Transfer,5120.2,11,Zomato,ATM,Success
502321,100457,2027-06-08 21:19:00,Cash Withdrawal,10951.21,24,Myntra,UPI,Success
502322,100474,2027-06-14 09:18:00,Deposit,16782.22,37,Uber,Debit Card,Success
502323,100491,2027-06-19 21:17:00,UPI,22613.23,50,IRCTC,Credit Card,Success
502324,100508,2027-06-25 09:16:00,Card Payment,28444.24,13,Reliance,Net Banking,Success
502325,100525,2027-06-30 21:15:00,ATM Withdrawal,34275.25,26,DMart,ATM,Success
502326,100542,2027-07-06 09:14:00,Online Transfer,40106.26,39,Netflix,UPI,Success
502327,100559,2027-07-11 21:13:00,Cash Withdrawal,45937.27,2,PhonePe,Debit Card,Success
502328,100576,2027-07-17 09:12:00,Deposit,1868.28,15,Google Pay,Credit Card,Success
502329,100593,2027-07-22 21:11:00,UPI,7699.29,28,Amazon,Net Banking,Success
502330,100610,2027-07-28 09:10:00,Card Payment,13530.3,41,Flipkart,ATM,Success
502331,100627,2027-08-02 21:09:00,ATM Withdrawal,19361.31,4,Swiggy,UPI,Success
502332,100644,2027-08-08 09:08:00,Online Transfer,25192.32,17,Zomato,Debit Card,Success
502333,100661,2027-08-13 21:07:00,Cash Withdrawal,31023.33,30,Myntra,Credit Card,Success
502334,100678,2027-08-19 09:06:00,Deposit,36854.34,43,Uber,Net Banking,Success
502335,100695,2027-08-24 21:05:00,UPI,42685.35,6,IRCTC,ATM,Success
502336,100712,2027-08-30 09:04:00,Card Payment,48516.36,19,Reliance,UPI,Success
502337,100729,2027-09-04 21:03:00,ATM Withdrawal,4447.37,32,DMart,Debit Card,Success
